ID,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
4586,9522,15660636,Carpenter,540,Spain,Female,40,8,0.0,2,1,0,3560.0
4587,8964,15796993,McCollum,741,France,Male,52,1,171236.3,2,0,0,21834.4
4588,7849,15643908,Turnbull,433,France,Female,49,10,0.0,1,1,1,87711.61
4589,4772,15716619,Chiebuka,580,Germany,Female,36,3,74974.89,1,1,1,12099.67
4591,2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42
4592,4899,15722122,Findlay,544,France,Female,40,7,0.0,1,0,1,161076.92
4593,5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14
4594,5304,15645766,Kosisochukwu,634,Spain,Male,25,9,0.0,2,1,1,8227.91
4595,5652,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53
4597,6171,15611157,McElhone,709,France,Female,32,2,87814.89,1,1,0,138578.37
4598,5362,15719265,Feng,589,France,Male,46,9,0.0,2,1,0,170676.67
4599,8530,15623858,Charteris,603,France,Male,45,9,0.0,1,0,0,148516.79
4601,8611,15731553,Lucas,730,France,Male,23,8,0.0,2,1,0,183284.53
4603,7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17
4604,860,15809087,Landry,598,France,Male,64,1,0.0,2,1,0,195635.3
4605,5953,15657535,Pearson,590,Spain,Male,29,10,0.0,1,1,1,51907.72
4606,676,15754605,Jarvis,563,France,Female,39,5,0.0,2,1,1,17603.81
4607,7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26
4608,6801,15743149,Findlay,711,France,Female,35,8,0.0,1,1,1,67508.01
4609,2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58
4611,4171,15605665,Nwora,673,Germany,Female,69,3,78833.15,2,1,1,37196.15
4612,3345,15654292,Vessels,565,Germany,Male,33,8,130368.31,2,1,0,105642.43
4613,6033,15579787,Nkemakonam,686,France,Male,39,4,0.0,2,1,0,155023.93
4614,2082,15809143,White,456,Germany,Male,32,9,133060.63,1,1,1,125167.92
4615,57,15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57
4616,7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51
4618,6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,1,0,93132.61
4619,3902,15714610,Alexeeva,575,Spain,Male,30,2,0.0,2,1,1,82222.86
4620,8894,15612670,Berry,631,Spain,Female,46,10,0.0,2,1,1,129508.96
4621,729,15654238,Jen,673,France,Female,40,5,137494.28,1,1,0,81753.92
4622,7782,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67
4623,8386,15649297,T'ang,605,France,Female,62,4,111065.93,2,0,1,125660.99
4624,8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19
4626,8029,15775124,Watterston,763,Spain,Male,37,8,0.0,2,1,1,933.38
4627,5740,15695872,Fiorentini,712,France,Female,30,1,89571.59,1,1,1,177613.19
4628,6161,15706128,Zhdanov,632,France,Female,21,1,0.0,2,1,0,84008.66
4629,8768,15585466,Russo,552,France,Male,29,10,0.0,2,1,0,12186.83
4630,4729,15765650,Chigolum,501,Germany,Male,40,5,114655.58,1,0,0,126535.92
4631,2686,15672115,Lettiere,679,France,Male,60,6,0.0,2,1,1,77331.77
4632,4141,15762048,Yuan,841,Germany,Female,33,7,154969.79,2,1,1,99505.75
4635,4920,15625941,Gray,682,Spain,Female,50,10,128039.01,1,1,1,102260.16
4636,4558,15624866,Brewer,658,Germany,Male,37,3,168735.74,2,0,0,70370.24
4637,5664,15765287,Grant,850,France,Female,38,2,0.0,2,1,0,9015.07
4639,1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53
4640,245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06
4641,360,15592386,Campbell,520,France,Male,58,3,0.0,2,0,1,32790.02
4642,3545,15642655,Savage,731,Spain,Male,33,1,0.0,1,1,0,130726.96
4644,3593,15628886,Matlock,677,Spain,Male,56,5,123959.97,1,1,1,60590.72
4645,2504,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86
4646,2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67
4647,105,15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,1,1,177655.68
4651,7315,15686670,Duke,588,France,Female,36,2,0.0,2,1,0,92536.0
4652,585,15803689,Begum,647,Germany,Female,51,1,119741.77,2,0,0,54954.51
4653,834,15625881,Koehler,634,Germany,Male,37,3,111432.77,2,1,1,167032.49
4654,7233,15799785,Ikemefuna,679,Germany,Female,30,4,77949.69,1,1,1,121151.46
4656,1517,15701333,Blackburn,646,France,Female,37,7,96558.66,1,0,0,163427.18
4658,580,15658032,Hopkins,701,France,Male,39,2,0.0,2,1,1,82526.92
4659,2224,15615575,Vial,722,France,Male,34,8,0.0,2,1,1,133447.49
4660,8311,15752809,De Mestre,702,Spain,Male,43,6,116121.67,1,1,0,61602.42
4661,1715,15738828,Milano,730,Germany,Male,45,6,152880.97,1,0,0,162478.11
4662,4209,15628558,Pan,447,France,Female,44,5,89188.83,1,1,1,75408.24
4663,4389,15801152,Hill,553,Spain,Female,39,1,142876.98,2,1,0,44363.42
4664,9529,15584462,Liang,739,France,Male,34,9,0.0,1,1,0,60584.33
4665,907,15814275,Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,43932.54
4666,9636,15658768,Lucas,547,France,Female,49,2,0.0,1,0,0,65466.93
4667,9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63
4669,8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,1,1,158379.25
4670,7871,15569867,Chinweuba,529,France,Female,29,8,0.0,2,1,0,19842.11
4671,7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94
4672,5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15
4673,4198,15707674,Marino,515,France,Female,58,2,131852.81,1,1,0,81436.68
4674,8440,15692931,Hsing,670,France,Male,22,2,114991.45,1,1,1,37392.56
4675,9920,15798084,Murray,688,France,Male,26,0,0.0,2,1,0,105784.85
4676,9225,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58
4677,5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96
4678,512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91
4679,325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,107640.25
4680,5226,15586300,Chinonyelum,615,France,Male,66,7,0.0,2,1,1,74580.8
4681,3785,15723169,Williams,640,France,Female,31,9,138857.59,1,1,0,48640.77
4682,3232,15587177,Lloyd,646,France,Male,36,6,124445.52,1,1,0,88481.32
4683,4664,15578783,Mai,620,Germany,Male,35,0,76989.97,1,1,1,17242.79
4684,6909,15610653,Belov,733,Spain,Female,38,5,0.0,2,1,1,1271.51
4685,8043,15785352,Chang,606,France,Male,37,6,82373.94,1,0,0,172526.9
4686,8455,15619083,Yip,502,France,Female,35,6,0.0,2,1,1,80618.47
4687,5402,15598161,Clements,654,France,Male,47,10,0.0,2,1,0,170481.98
4688,5256,15745533,Sargent,799,France,Female,63,1,110314.21,2,1,0,37464.0
4689,9531,15584452,Bozeman,667,France,Male,41,6,0.0,2,0,0,167181.77
4690,5791,15646351,Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04
4691,1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45
4692,2869,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,89587.34
4693,3238,15665760,Kazantsev,802,Spain,Male,38,7,0.0,2,0,1,57764.65
4694,2060,15668081,Capon,581,Spain,Female,50,4,0.0,2,1,1,80701.72
4696,6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2,0,0,50168.41
4697,6829,15806134,Storey,707,Germany,Male,34,9,162691.16,2,1,0,94912.78
4698,9334,15714680,Bianchi,755,France,Female,78,5,121206.96,1,1,1,76016.49
4699,499,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04
4700,3951,15602841,Lockett,794,Spain,Female,28,5,0.0,2,0,1,86699.98
4701,6293,15713673,T'ien,494,France,Female,33,1,137853.0,1,0,1,90273.85
4702,5400,15628904,Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86
4703,805,15640280,Cameron,850,France,Male,39,4,127771.35,2,0,1,151738.54
4704,4038,15807563,Ch'iu,841,France,Female,52,5,0.0,1,0,0,183239.71
4705,6183,15723786,Morris,709,France,Female,37,9,0.0,2,1,0,16733.59
4706,7029,15618410,Murray,718,Germany,Male,26,7,147527.03,1,0,0,51099.56
4707,6750,15653404,Aliyev,684,Spain,Female,24,9,79263.9,1,0,1,196574.48
4708,9318,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78
4709,9559,15801411,Green,623,Spain,Male,46,4,0.0,1,1,0,5549.11
4710,6649,15731751,Osinachi,437,France,Female,26,1,120923.52,1,0,1,78854.57
4711,6344,15793455,Tien,627,Spain,Female,55,6,0.0,1,0,0,91943.94
4712,2429,15728006,Endrizzi,524,France,Male,40,2,180516.9,1,1,0,180002.42
4714,1900,15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47
4716,291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32
4717,9756,15804009,Amechi,806,Germany,Male,36,8,167983.17,2,1,1,106714.28
4718,1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,199857.47
4719,2981,15709476,Kenyon,850,Spain,Female,41,3,99945.93,2,1,0,71179.31
4720,1221,15654654,L?,725,Germany,Female,33,7,115182.84,2,1,1,177279.41
4721,7390,15676909,Mishin,667,Spain,Female,34,5,0.0,2,1,0,163830.64
4722,5268,15710397,Lin,584,France,Male,26,4,0.0,2,1,0,147600.54
4723,1323,15598846,Shahan,700,France,Female,44,2,58781.76,1,1,0,16874.92
4724,616,15745295,Gether,727,Spain,Female,31,0,0.0,1,1,0,121751.04
4728,8361,15754747,Bazile,686,Germany,Male,33,9,141918.09,2,0,1,184036.47
4729,5308,15728706,Amaechi,534,France,Female,49,7,0.0,1,1,0,13566.48
4730,4319,15803685,Greco,673,Germany,Female,77,10,76510.52,2,0,1,59595.66
4731,3521,15569248,Milanesi,554,France,Female,43,10,0.0,2,1,0,149629.13
4732,9641,15647203,Gebhart,750,France,Female,35,3,0.0,1,1,0,191520.5
4733,3881,15726945,Andreev,677,France,Female,72,8,0.0,2,1,1,153604.44
4734,957,15631681,Jibunoh,807,Spain,Female,43,0,0.0,2,0,1,85523.24
4735,6473,15588419,Johnston,651,Germany,Female,34,10,148962.46,1,1,0,66389.43
4736,9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74
4739,5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,1,0,73107.6
4740,5364,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64
4742,8107,15764892,Spinelli,590,Spain,Female,51,10,84474.62,2,1,1,190937.09
4744,5232,15749519,Lin,822,France,Male,38,6,128289.7,3,1,0,9149.96
4745,3486,15728456,Martinez,604,France,Male,33,3,0.0,1,1,0,42171.13
4746,222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24
4748,487,15758639,Moran,641,France,Male,37,7,0.0,2,1,0,75248.3
4749,90,15767954,Osborne,635,Germany,Female,28,3,81623.67,2,1,1,156791.36
4753,3322,15681327,Akhtar,682,France,Male,30,9,0.0,2,1,1,2053.42
4755,5683,15759290,Coleman,620,Spain,Male,29,9,0.0,2,1,0,13133.88
4756,283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79
4758,7816,15735784,Gardner,583,France,Male,38,8,0.0,1,1,0,47848.56
4759,257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34
4760,2432,15782247,Yeh,540,France,Male,22,4,0.0,3,1,1,186233.26
4761,1846,15589076,Henry,737,France,Male,36,9,0.0,1,0,1,188670.9
4762,4790,15743828,Stevens,691,France,Male,41,2,0.0,1,1,1,56850.92
4764,9009,15776936,Whitworth,475,France,Male,40,7,160818.08,1,0,1,169642.13
4765,921,15797748,Lu,729,France,Male,44,5,0.0,2,0,1,9200.54
4766,740,15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,44420.18
4768,3979,15669490,Ifeanacho,837,Germany,Male,37,6,94001.61,2,1,0,140723.05
4769,5651,15644882,Watson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91
4770,7319,15771856,Cremin,632,Spain,Female,32,1,0.0,2,1,0,19525.65
4771,4579,15801821,Cookson,691,France,Male,38,1,0.0,2,0,0,44653.5
4772,1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68
4773,2248,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67
4774,8287,15636069,Plummer,632,Spain,Male,28,7,155519.59,1,1,0,1843.24
4776,5491,15722322,Green,655,Spain,Female,78,2,0.0,2,0,1,188435.38
4777,6631,15726960,O'Brien,741,France,Female,36,3,0.0,2,1,1,89804.83
4778,7965,15695097,Chiedozie,564,Germany,Female,30,0,100954.88,2,0,0,134175.15
4779,4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04
4780,2724,15681550,Lablanc,614,France,Female,41,8,121558.46,1,1,1,598.8
4781,7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8
4782,4805,15567802,Childs,450,Spain,Female,34,2,0.0,2,1,0,175480.93
4784,4453,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57
4785,8991,15729065,Mackay,784,Germany,Male,28,2,109960.06,2,1,1,170829.87
4786,7953,15622305,Martin,746,Germany,Female,33,2,107868.14,2,1,1,146192.4
4787,53,15683553,O'Brien,788,France,Female,33,5,0.0,2,0,0,116978.19
4788,9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83
4789,6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2,1,1,128499.94
4790,705,15808621,Mordvinova,659,Germany,Male,36,2,76190.48,2,1,1,149066.14
4791,3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53
4792,6613,15615938,Fleming,502,France,Female,64,3,139663.37,1,0,1,100995.11
4793,7797,15773949,Cherkasova,692,France,Female,36,3,0.0,2,1,1,8282.22
4794,8493,15804104,Romani,494,France,Male,28,9,114731.76,2,0,1,79479.74
4795,1621,15657386,Fiorentini,712,Germany,Male,43,1,141749.74,2,0,1,90905.26
4796,7573,15567919,Lazarev,586,Germany,Male,37,8,167735.69,2,0,1,104665.79
4797,1155,15766887,Iadanza,538,Spain,Male,39,2,122773.5,2,1,1,58467.08
4799,7956,15644297,Austin,732,Germany,Male,38,5,178787.54,1,1,1,195760.53
4800,3551,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63
4801,1736,15727251,Vincent,642,France,Male,30,8,117494.27,1,0,0,61977.82
4802,9454,15769402,Carpenter,667,France,Male,27,7,156811.74,1,1,1,149402.59
4805,8752,15635531,Boag,575,Spain,Female,30,8,0.0,2,1,0,185341.63
4806,1211,15658969,Gray,711,France,Male,51,7,0.0,3,1,0,38409.79
4809,406,15692761,Pratt,718,France,Male,36,9,0.0,1,1,0,45909.87
4810,2842,15748473,Curnow,801,France,Male,38,5,0.0,2,1,0,66256.27
4811,2501,15713378,Brownless,711,France,Male,38,10,0.0,2,0,0,53311.78
4812,5152,15683618,Dyer,774,France,Female,35,3,121418.62,1,1,1,24400.37
4813,8019,15616676,Donnelly,632,Germany,Male,23,3,122478.51,1,1,0,147230.77
4814,6096,15741652,McLean,600,Spain,Male,37,8,177657.35,1,1,1,77142.32
4815,1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11
4817,596,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,1,0,164061.6
4818,2711,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,1,1,193179.88
4819,4150,15621435,Davies,623,France,Female,39,1,160903.2,1,0,0,78774.36
4820,6256,15589017,Chiu,547,Germany,Male,55,4,111362.76,3,1,0,16922.28
4821,7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89
4822,9929,15686219,Wan,611,France,Male,38,4,71018.6,2,1,0,2444.29
4823,409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61
4824,2229,15610594,Moss,644,France,Female,37,8,0.0,2,1,0,20968.88
4825,4090,15596979,Fang,662,France,Female,47,6,0.0,2,1,1,129392.75
4826,307,15594898,Hewitt,731,France,Male,43,2,0.0,1,1,1,170034.95
4827,6949,15803750,Ball,750,Spain,Female,33,3,161801.47,1,0,1,153288.97
4828,1658,15752342,Bradley,704,Germany,Female,54,6,133656.91,3,1,0,145071.33
4829,7284,15795690,Shao,667,France,Male,31,3,99513.91,1,1,1,189657.26
4830,9712,15646366,Trevisani,521,Germany,Male,41,8,120586.54,1,0,1,20491.15
4835,6863,15736287,Piccio,586,France,Male,33,9,0.0,1,1,0,6975.02
4836,5221,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65
4837,2998,15756820,Fleming,655,France,Female,26,7,106198.5,1,0,1,32020.42
4838,2556,15771540,Fedorova,755,France,Male,38,9,148912.44,1,1,0,80416.16
4839,7949,15592854,Garcia,705,France,Male,25,3,113736.27,1,0,1,196864.61
4840,3401,15750874,Onyemere,676,France,Male,31,3,78990.15,1,1,1,124777.14
4841,4906,15627999,Kung,590,Spain,Male,30,3,0.0,2,1,0,83090.35
4843,3471,15585280,Kinney,649,France,Female,36,2,0.0,2,0,1,75035.48
4844,4674,15764661,Wang,644,France,Male,33,2,0.0,1,1,0,96420.58
4845,5188,15682421,Talbot,683,France,Female,30,2,0.0,2,0,1,100496.84
4846,4713,15618774,White,474,France,Male,54,3,0.0,1,1,0,108409.17
4847,9964,15814664,Scott,740,Germany,Male,33,2,126524.11,1,1,0,136869.31
4848,9844,15778304,Fan,646,Germany,Male,24,0,92398.08,1,1,1,18897.29
4849,1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,1,1,76679.6
4850,1861,15778190,Onyekaozulu,639,Spain,Female,28,8,97840.72,1,1,1,178222.77
4852,2513,15769522,O'Connor,734,France,Male,51,1,118537.47,1,1,1,116912.45
4853,959,15619529,Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92
4854,7879,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,1,0,171340.68
4855,3132,15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74
4856,3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,1,1,148087.62
4857,5161,15672299,Yeh,510,France,Male,44,6,0.0,2,1,1,175518.31
4858,9584,15729019,Arcuri,602,Spain,Male,34,8,98382.72,1,1,0,39542.0
4859,1883,15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38
4860,4839,15582335,Brown,556,France,Female,40,9,129860.37,1,0,0,17992.94
4861,963,15753831,Cox,642,Spain,Male,32,7,100433.8,1,1,1,39768.59
4862,1337,15682563,Larionova,618,Spain,Male,38,5,126473.99,1,1,0,91972.49
4863,3961,15616811,MacDonald,535,France,Male,47,0,160729.1,1,0,1,145986.35
4864,4784,15729224,Jennings,710,France,Female,37,5,0.0,2,1,0,115403.31
4865,8051,15708193,Liu,707,France,Male,33,2,0.0,2,0,0,130866.95
4868,1432,15809772,Glover,667,France,Male,48,2,0.0,1,1,0,43229.2
4869,6912,15710087,Nicholls,705,Germany,Female,54,3,125889.3,3,1,0,96013.5
4870,6503,15590286,Fairley,611,France,Female,40,2,125879.29,1,1,0,93203.43
4872,2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34
4873,3477,15806956,Iqbal,746,Spain,Male,30,1,112666.67,1,0,0,11710.4
4874,6330,15661198,Howard,727,Germany,Male,34,2,146407.11,1,1,1,72073.72
4875,8927,15709136,Adams,620,France,Male,28,8,0.0,2,1,1,199909.32
4876,2632,15681196,Chikere,629,France,Male,35,1,172170.36,1,1,1,159777.37
4877,2185,15689147,Ogochukwu,652,France,Female,40,1,0.0,2,1,0,126554.96
4878,6111,15577402,Grant,593,France,Male,31,9,0.0,2,0,1,20492.16
4879,1466,15753566,Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09
4880,2494,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32
4881,2867,15631848,Grover,727,France,Female,26,9,121508.28,1,1,1,146785.44
4882,7185,15762799,Alexander,720,Germany,Male,23,0,187861.18,2,1,1,104120.17
4883,7484,15784526,Chen,616,France,Male,44,5,102016.38,1,0,1,178235.37
4884,5401,15644788,Fyodorov,731,France,Female,30,5,0.0,2,1,0,189528.72
4888,8236,15760177,Lombardi,564,Spain,Male,37,9,100252.18,1,1,1,146033.52
4889,4861,15759991,Hunter,748,Spain,Male,36,4,141573.55,1,1,0,82158.14
4890,7468,15803682,Angelo,651,Germany,Female,37,10,117791.06,2,1,1,75837.58
4891,9539,15572767,Shelby,777,France,Male,29,2,0.0,2,1,0,124489.88
4892,8593,15638774,Chong,719,Spain,Female,40,9,0.0,2,1,0,182224.14
4894,112,15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,1,0,27231.26
4895,938,15662100,Hsu,850,Germany,Female,44,5,128605.32,1,0,1,171096.2
4897,4902,15575935,Baxter,673,France,Male,59,0,178058.06,2,0,1,21063.71
4898,9175,15628059,DeRose,529,France,Male,61,1,0.0,2,1,1,191370.97
4899,5673,15622442,Mazzi,619,France,Male,29,5,0.0,2,1,0,194310.1
4900,726,15672692,Yin,787,France,Female,42,10,145988.65,2,1,1,79510.37
4901,566,15811773,Hsia,543,France,Male,36,4,0.0,2,1,1,141210.5
4902,8645,15605673,Liang,716,Spain,Female,29,8,0.0,2,0,0,78616.92
4903,6833,15688498,Chu,594,Germany,Female,21,2,87096.82,2,1,0,168186.11
4904,9557,15780909,Caffyn,769,Germany,Male,34,7,115101.5,1,0,0,57841.89
4905,3460,15754919,Nwebube,773,France,Female,40,10,0.0,2,0,1,69303.15
4906,1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74
4907,8923,15624703,Okonkwo,550,Germany,Male,35,9,129847.75,2,1,0,197325.4
4908,7715,15707559,Clark,682,France,Female,30,9,0.0,2,1,1,195104.91
4910,7000,15776156,Dolgorukova,521,France,Male,27,4,121325.84,1,1,1,164223.7
4911,1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95
4912,2212,15641850,Pethard,717,France,Male,40,0,98241.04,1,1,0,110887.14
4913,6143,15677550,Folliero,755,France,Female,38,1,0.0,2,1,0,20734.81
4914,7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01
4915,5005,15625092,Colombo,502,Germany,Female,57,3,101465.31,1,1,0,43568.31
4916,4733,15653937,McIntyre,638,Germany,Female,53,1,123916.67,1,1,0,16657.68
4917,4188,15677785,Stevenson,656,Spain,Male,32,5,136963.12,1,1,0,133814.28
4918,6402,15579040,Hs?,556,France,Female,46,10,0.0,2,0,0,109184.24
4919,9638,15803654,Wei,790,France,Female,31,2,151290.16,1,1,1,172437.12
4920,2667,15576723,Ts'ai,740,France,Female,37,7,0.0,2,1,1,194270.91
4921,9496,15763460,Yao,680,France,Male,33,10,183768.47,1,1,0,164119.35
4923,8810,15760568,Dalrymple,593,Germany,Female,38,5,142658.04,2,0,1,135337.11
4924,3204,15787550,Chao,719,France,Male,69,3,0.0,2,1,1,58320.06
4925,4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64
4926,8254,15746515,Greece,750,France,Male,36,7,136492.92,3,1,1,26500.29
4927,2050,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,1,1,35633.15
4928,9197,15771535,Tsui,794,Spain,Female,37,9,0.0,2,1,0,68008.85
4929,2236,15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23
4930,5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,1,1,143683.75
4931,2398,15747724,Briggs,671,Spain,Female,34,10,0.0,1,1,0,23235.38
4932,2350,15787907,Wang,719,Germany,Female,42,5,137227.04,3,1,0,149097.38
4933,7858,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,152740.16
4935,4118,15663964,Pagnotto,561,France,Male,37,5,0.0,2,1,0,83093.25
4936,2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69
4938,4960,15784361,Williamson,543,Spain,Female,46,5,140355.6,1,1,1,85086.78
4939,5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79
4940,3549,15776827,Langdon,770,Germany,Male,37,5,141547.26,2,0,1,180326.83
4941,1687,15570205,Tao,682,Spain,Male,36,5,0.0,2,1,1,147758.51
4942,3311,15746076,Saunders,506,Spain,Male,50,3,0.0,2,1,0,12016.79
4943,3873,15620123,Christie,605,France,Male,39,6,111169.91,1,0,0,9641.4
4944,6899,15760924,Doherty,575,Spain,Male,41,2,100062.39,1,0,0,126307.25
4945,3578,15574296,Kambinachi,757,France,Male,23,2,80673.96,2,1,0,93991.65
4947,4852,15618239,Neumann,530,France,Female,48,0,0.0,1,1,0,85081.09
4948,3190,15596522,Meredith,692,France,Female,42,2,0.0,2,1,0,145222.93
4949,6536,15776985,Kung,652,France,Female,36,6,112518.71,2,0,1,110421.31
4950,6721,15647207,Onwuemelie,609,France,Male,26,7,0.0,2,1,0,98463.99
4951,6509,15700801,Eipper,850,Germany,Male,42,6,84445.68,3,0,1,60021.34
4952,4104,15693337,Perry,683,Spain,Male,41,0,148863.17,1,1,1,163911.32
4953,6302,15683183,Volkova,766,Germany,Female,45,6,97652.96,1,1,0,127332.33
4955,7930,15598892,Bradshaw,828,France,Male,30,4,73070.18,2,0,0,161671.15
4956,9310,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41
4957,6291,15622801,Brown,555,France,Female,27,8,102000.17,1,1,1,116757.0
4958,458,15634632,Titus,711,France,Male,38,3,0.0,2,1,0,68487.51
4959,7480,15671987,Meagher,567,Spain,Male,35,8,153137.74,1,1,0,88659.07
4960,8527,15768945,Chibueze,627,France,Male,27,1,62092.9,1,1,1,105887.04
4961,8119,15720203,Arcuri,577,Spain,Male,28,7,0.0,1,1,0,143274.41
4963,4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,144290.97
4964,8090,15623357,Onio,692,Germany,Male,24,2,120596.93,1,0,1,180490.53
4965,5721,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,1,1,51424.29
4966,7465,15569682,Leckie,768,Germany,Male,37,9,108308.11,1,1,0,41788.25
4967,9616,15664860,Chao,692,Spain,Female,47,3,0.0,2,1,0,150802.41
4968,8743,15661827,Brown,693,Spain,Female,45,4,0.0,2,1,1,26589.56
4970,3983,15627665,Sung,614,France,Male,46,4,0.0,1,1,0,74379.57
4973,9897,15589420,Osinachi,795,France,Female,40,2,101891.1,1,1,1,183044.86
4975,8509,15616833,Wang,678,Spain,Male,27,2,0.0,2,1,1,13221.25
4977,8800,15803801,Jamieson,454,France,Male,34,4,0.0,2,1,0,198817.72
4978,6271,15702806,Martin,696,Spain,Male,24,9,0.0,1,0,0,10883.52
4979,6334,15623744,McLean,634,France,Male,34,8,105302.66,1,1,1,123164.97
4981,104,15776605,Bradley,528,Spain,Male,36,7,0.0,2,1,0,60536.56
