,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4563,942,15676521,Y?an,696,France,Female,31,8,0.0,2,0,0,191074.11,0
4564,251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0
4565,9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0
4566,627,15626900,Kung,427,France,Male,29,1,141325.56,1,1,1,93839.3,0
4567,8652,15760450,Rutherford,512,France,Male,43,1,0.0,2,1,1,52471.36,0
4568,7112,15572390,Huang,850,Spain,Female,39,6,0.0,2,1,0,103921.43,0
4569,1827,15573893,Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
4570,6866,15598536,Onuchukwu,736,Germany,Female,26,0,84587.9,1,0,1,188037.76,0
4571,5671,15709653,Hamilton,497,France,Male,32,8,0.0,2,1,0,67364.42,0
4572,6057,15738627,Hussain,768,France,Male,25,6,0.0,2,1,1,21215.67,0
4573,5113,15586135,Gratwick,536,Spain,Female,28,4,0.0,1,1,1,136197.65,0
4574,244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1
4575,4159,15771580,Davison,850,France,Female,38,0,106831.69,1,0,1,148977.72,0
4576,53,15683553,O'Brien,788,France,Female,33,5,0.0,2,0,0,116978.19,0
4577,6914,15784180,Ku,564,France,Female,36,7,206329.65,1,1,1,46632.87,1
4578,1468,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0
4579,3792,15795151,Hartzler,705,France,Female,38,3,123894.43,1,1,0,21177.1,0
4580,2827,15628813,King,693,France,Female,43,4,152341.55,1,1,0,9241.78,0
4581,8719,15627298,Vinogradova,589,France,Male,37,7,85146.48,2,1,0,86490.09,1
4582,1174,15808182,Beneventi,478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0
4583,4121,15610105,Shen,666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
4584,3888,15769110,Stehle,653,France,Female,46,5,0.0,2,1,0,49707.85,0
4585,7830,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0
4586,3497,15812324,King,779,France,Male,27,1,0.0,2,1,1,190623.02,0
4587,7931,15606436,Bergamaschi,500,Spain,Male,38,7,0.0,2,0,0,192013.23,0
4588,5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1
4589,1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1
4590,4013,15726814,Walton,554,Spain,Male,46,4,0.0,2,0,1,57320.92,0
4591,5389,15669664,Thompson,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1
4592,50,15771873,Buccho,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0
4593,2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,1
4594,4774,15709451,Gordon,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0
4595,4254,15599869,Dyson,728,Spain,Female,29,1,0.0,1,1,1,83056.22,0
4596,1288,15565701,Ferri,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0
4597,9305,15783589,Toscano,616,France,Male,40,9,0.0,2,0,0,93717.55,0
4598,4709,15811985,Power,530,Spain,Male,44,6,0.0,2,0,0,55893.37,0
4599,4759,15601263,Young,493,Spain,Female,48,7,0.0,2,1,0,48545.1,0
4600,447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,0,120906.83,0
4601,5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
4602,1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
4603,5996,15783865,Kulikova,622,France,Male,59,5,119380.37,1,1,1,60429.43,0
4604,223,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0
4605,8724,15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79,1
4606,5239,15660840,Kalinin,723,France,Male,30,3,124119.54,1,1,0,162198.32,0
4607,8641,15611365,Fanucci,730,France,Female,32,9,127661.69,1,0,0,60905.51,0
4608,7260,15718921,Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
4609,6224,15679429,Bell,694,France,Male,32,0,91956.49,1,1,1,59961.81,0
4610,2670,15693947,Tokareva,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
4611,3139,15701537,Ignatiev,756,France,Male,60,2,0.0,1,1,1,166513.49,1
4612,5613,15764072,Somerville,759,France,Female,31,1,109848.6,1,1,1,42012.55,0
4613,4870,15781272,Coles,669,France,Male,50,4,149713.61,3,1,1,124872.42,1
4614,70,15755648,Pisano,675,France,Female,21,8,98373.26,1,1,0,18203.0,0
4615,7941,15628008,Monds,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0
4616,6106,15605134,Bond,617,France,Female,34,0,131244.65,2,1,0,183229.02,0
4617,6311,15641595,Jonathan,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
4618,766,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0
4619,6481,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,0
4620,5368,15742848,Gratton,673,France,Male,41,5,0.0,1,1,1,65657.29,0
4621,2593,15658956,Tuan,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
4622,6365,15663421,Esposito,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0
4623,4600,15624451,Huddart,641,France,Female,38,3,0.0,2,1,0,116466.19,0
4624,9548,15682454,McFarland,626,France,Female,34,3,0.0,2,1,1,37870.29,0
4625,2754,15774491,Ross,480,France,Female,28,6,0.0,2,0,0,48131.92,0
4626,8129,15682928,Chiazagomekpere,695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
4627,9793,15787168,Y?,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0
4628,9668,15696054,Tychonoff,596,France,Male,37,2,0.0,1,0,1,121175.86,0
4629,1541,15605950,Onwuamaeze,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0
4630,8401,15632069,Kazantsev,776,France,Male,39,8,125211.55,2,1,0,144496.07,0
4631,2463,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1
4632,2940,15591915,Frolov,533,France,Female,39,2,0.0,1,0,1,73669.94,1
4633,1192,15686909,Lung,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0
4634,6253,15687492,Anderson,596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0
4635,622,15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
4636,9607,15678057,Lombardi,524,France,Male,44,10,118569.03,2,0,0,82117.2,0
4637,1105,15590476,Onochie,589,France,Male,28,7,0.0,2,1,0,151645.96,0
4638,2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,1
4639,8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
4640,7453,15636562,Muravyova,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0
4641,5612,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0
4642,42,15738148,Clarke,465,France,Female,51,8,122522.32,1,0,0,181297.65,1
4643,3759,15582910,Turnbull,514,France,Male,38,4,112230.38,1,1,0,16717.11,1
4644,853,15677610,Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
4645,6616,15792934,Carruthers,661,France,Male,26,8,0.0,2,0,0,196875.87,0
4646,1459,15678385,Lange,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
4647,6916,15751549,H?,658,Germany,Male,31,2,77082.65,2,0,0,13482.28,0
4648,7440,15812918,Scott,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
4649,9112,15711062,Thomas,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0
4650,6002,15606887,Singh,775,France,Female,30,5,0.0,1,1,0,193880.6,1
4651,1371,15791767,Lucciano,769,France,Female,26,7,0.0,2,1,0,176843.53,0
4652,5798,15775206,Hunter,699,France,Male,37,10,0.0,2,0,0,83263.04,0
4653,666,15645772,Onwumelu,661,France,Male,33,9,0.0,2,1,1,84174.81,0
4654,3844,15677804,Aliyeva,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1
4655,5976,15758039,Ash,614,France,Male,44,6,0.0,2,0,1,104930.46,0
4656,649,15633064,Stonebraker,438,France,Female,36,4,0.0,2,1,0,64420.5,0
4657,784,15745196,Verco,571,France,Female,35,8,0.0,2,0,0,84569.13,0
4658,7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0
4659,291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0
4660,6902,15637522,Shubina,507,France,Female,31,0,106942.08,1,0,1,44001.11,0
4661,4288,15657529,Chin,714,Germany,Male,53,1,99141.86,1,1,1,72496.05,1
4662,3902,15714610,Alexeeva,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0
4663,6043,15685872,Godfrey,727,France,Female,29,1,146652.01,1,1,1,173486.39,0
4664,7837,15780492,Ignatyeva,648,France,Male,42,4,0.0,2,1,0,19283.14,0
4665,3552,15580629,Blackwood,604,France,Male,31,6,134837.58,1,1,0,192029.19,0
4666,8782,15751628,Onyemachukwu,438,France,Male,60,7,78391.17,1,0,1,49424.6,0
4667,8843,15610226,Fenton,614,France,Female,27,9,106414.57,2,0,0,77500.81,0
4668,4045,15607142,Parkin,658,France,Male,32,8,0.0,1,1,1,80410.68,0
4669,9497,15756992,Chukwukere,701,France,Male,37,1,0.0,2,1,0,163457.55,0
4670,6984,15669501,Kuo,706,France,Male,35,5,0.0,2,1,1,81718.37,0
4671,8459,15728542,Vorobyova,850,France,Female,71,4,0.0,2,1,1,107236.87,0
4672,3915,15669326,Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0
4673,8965,15649858,Simpson,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0
4674,3956,15695168,Bruce,625,France,Male,39,2,0.0,2,1,0,100403.05,0
4675,3414,15627412,Ferri,605,France,Male,39,3,0.0,2,1,0,199390.45,0
4676,162,15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,0
4677,4853,15574137,Ch'in,687,Spain,Male,35,3,0.0,2,1,1,176450.19,0
4678,9021,15807194,Iweobiegbulam,718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0
4679,1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0
4680,2027,15603088,Rossi,451,Spain,Female,23,9,0.0,2,0,1,48021.71,0
4681,308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
4682,3424,15660147,Dore,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
4683,4072,15732430,H?,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0
4684,2465,15725818,Chibuzo,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0
4685,3194,15725794,Winters,659,France,Female,49,1,0.0,1,1,0,116249.72,1
4686,6186,15754526,Walker,699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0
4687,9740,15797293,Sopuluchukwu,677,France,Female,25,3,0.0,2,1,0,179608.96,0
4688,8816,15710034,T'ao,637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1
4689,1219,15730038,Docherty,706,France,Female,23,5,0.0,1,0,0,164128.41,1
4690,4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,52795.56,1
4691,2487,15745001,Kovalev,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0
4692,9510,15609804,Hyde,688,France,Male,29,1,0.0,2,1,0,154695.57,0
4693,2093,15757408,Lo,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1
4694,9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0
4695,7786,15750547,Bair,738,France,Male,26,9,0.0,2,1,1,48644.94,0
4696,3926,15701206,Torreggiani,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0
4697,1123,15789955,Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1
4698,6236,15691457,Boyle,674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
4699,1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
4700,7945,15681476,Foveaux,520,France,Female,39,1,73493.17,1,0,1,109626.13,1
4701,190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0
4702,2187,15762169,Bergman,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1
4703,450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
4704,1166,15723907,Lawless,712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0
4705,6320,15768340,Beavers,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
4706,8460,15760063,Chiedozie,595,Spain,Male,23,7,0.0,2,1,1,168085.97,0
4707,1691,15758836,Godfrey,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0
4708,6404,15736126,Sung,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
4709,754,15661526,Anderson,815,Germany,Male,37,2,110777.26,2,1,0,2383.59,0
4710,6613,15615938,Fleming,502,France,Female,64,3,139663.37,1,0,1,100995.11,0
4711,2703,15670172,Padovesi,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
4712,7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1
4713,7353,15809800,Korovina,726,France,Female,38,4,0.0,2,0,0,6787.48,0
4714,683,15775238,Achebe,651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0
4715,8919,15578787,Goddard,641,France,Female,52,4,0.0,1,1,0,90964.54,1
4716,6758,15766667,Langler,717,Spain,Male,36,2,102989.83,2,0,1,49185.57,0
4717,1065,15699598,Smith,723,France,Female,20,4,0.0,2,1,1,140385.33,0
4718,8924,15570002,Burlingame,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1
4719,5685,15795132,Molineux,735,France,Female,25,3,91718.8,1,0,0,28411.23,0
4720,4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04,1
4721,654,15664610,Campbell,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1
4722,7165,15713983,Mao,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
4723,7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,1
4724,1933,15586993,Giordano,655,Spain,Female,56,5,0.0,2,1,1,41782.7,0
4725,1339,15612108,Norman,625,France,Male,52,5,164978.01,1,1,1,67788.49,0
4726,2863,15752375,Ojiofor,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0
4727,7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0
4728,8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0
4729,844,15672012,Jen,773,Spain,Female,41,5,0.0,1,1,0,28266.9,1
4730,3610,15657868,Serra,850,Germany,Male,40,6,94607.08,1,1,0,36690.49,0
4731,5160,15651103,Sal,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0
4732,7347,15720644,Martin,789,France,Male,27,6,0.0,2,1,0,103603.65,0
4733,8969,15572428,Rieke,717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0
4734,5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
4735,8122,15715988,Cockett,793,France,Male,35,2,0.0,2,1,1,79704.12,0
4736,5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
4737,7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
4738,6286,15655229,Craig,850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0
4739,4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,1
4740,792,15643696,Young,611,France,Male,49,3,0.0,2,1,1,142917.54,0
4741,1969,15693468,Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0
4742,3323,15802585,Pisani,634,France,Female,41,8,68213.99,1,1,1,6382.46,0
4743,1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1
4744,633,15718673,Mirams,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0
4745,6519,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1
4746,3608,15771855,Yu,682,France,Male,37,5,0.0,2,0,1,112554.68,0
4747,3192,15760570,Stephenson,590,France,Male,32,5,0.0,2,1,0,59249.83,0
4748,6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
4749,2273,15570835,Fallaci,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1
4750,6506,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
4751,118,15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0
4752,3715,15815428,Biryukova,823,France,Male,34,3,105057.33,1,1,0,9217.92,0
4753,3786,15803842,Dunn,752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0
4754,8828,15580149,Fowler,638,Spain,Male,41,7,0.0,2,1,0,43889.41,0
4755,6675,15759034,Li Fonti,654,France,Male,36,2,112262.84,1,1,0,12873.39,0
4756,3432,15688193,Graham,468,France,Male,36,3,61636.97,1,0,0,107787.42,0
4757,1845,15699634,Howard,667,France,Female,48,2,0.0,2,1,1,148608.39,0
4758,5350,15567246,Selwyn,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
4759,7747,15718531,Ukaegbunam,554,France,Female,35,8,0.0,2,1,1,176779.46,0
4760,3996,15633666,Efremov,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0
4761,1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0
4762,7457,15598614,Lucchesi,790,Spain,Male,20,8,0.0,2,1,0,168152.76,0
4763,1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1
4764,547,15708916,Paterson,587,France,Male,38,0,0.0,2,1,0,47414.15,0
4765,4439,15583850,Davidson,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0
4766,1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0
4767,6121,15636423,Lei,715,France,Male,40,7,0.0,1,1,1,141359.11,0
4768,7535,15786539,Olisaemeka,808,France,Male,32,1,0.0,2,1,1,46200.71,0
4769,6698,15655389,Leckie,638,France,Male,41,1,131762.94,1,1,1,47675.29,0
4770,2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
4771,4005,15738546,Gboliwe,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0
4772,2538,15723706,Abbott,573,France,Female,33,0,90124.64,1,1,0,137476.71,0
4773,8873,15626475,Gamble,685,France,Male,30,2,0.0,2,1,1,140889.32,0
4774,8827,15570194,Ikemefuna,412,France,Male,29,5,0.0,2,0,0,12510.53,0
4775,211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
4776,4519,15642991,Tung,850,Spain,Female,29,7,0.0,2,1,0,23237.25,0
4777,8199,15733888,Sells,668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1
4778,9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0
4779,2738,15644724,Fan,472,France,Male,31,4,58662.92,2,0,1,73322.0,0
4780,460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0
4781,6068,15675431,Chidimma,563,France,Female,34,6,0.0,2,0,0,36536.93,0
4782,2656,15643658,Barber,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0
4783,9184,15676091,Iloerika,543,France,Male,42,7,0.0,1,1,1,56650.47,0
4784,6568,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
4785,8059,15698184,Marshall,484,France,Female,50,2,90408.16,2,0,0,48170.57,0
4786,4420,15677586,Romero,587,Germany,Female,32,3,125445.04,2,1,1,130514.78,0
4787,2959,15814004,Fyodorova,589,France,Male,29,2,0.0,2,0,1,98320.27,0
4788,4457,15724428,Abel,544,France,Male,40,8,0.0,2,1,0,61581.2,0
4789,8654,15650454,Tran,641,France,Male,57,5,0.0,2,1,1,122449.18,0
4790,6777,15800583,Chukwuemeka,621,Spain,Female,43,8,0.0,1,0,0,102806.6,0
4791,6861,15785654,Ofodile,727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1
4792,7048,15731586,Lai,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0
4793,6378,15588904,Balashova,692,France,Male,33,9,0.0,1,1,0,113505.93,1
4794,8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75,0
4795,7118,15765257,Meng,564,Spain,Male,31,5,121461.87,1,1,1,20432.09,1
4796,3091,15779581,Bottrill,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1
4797,3404,15611800,Loggia,624,France,Female,62,7,125163.62,2,1,1,151411.5,0
4798,1628,15591932,Ford,680,France,Male,32,5,92961.61,1,1,0,116957.6,0
4799,2154,15694200,Gardner,693,France,Male,36,8,178111.82,1,0,0,58719.63,1
4800,9373,15775826,Iadanza,677,France,Male,30,1,78133.15,1,0,1,174225.88,0
4801,8567,15622985,Lin,679,France,Female,39,4,0.0,1,0,0,172939.3,1
4802,4567,15580682,Tsai,652,France,Female,40,4,79927.36,2,1,1,33524.6,0
4803,8790,15619116,Wallace,493,France,Female,36,2,0.0,2,0,1,99770.3,0
4804,4707,15574352,Clogstoun,850,France,Male,43,4,161256.53,1,1,1,140071.57,0
4805,8116,15700752,Pugliesi,545,France,Female,32,6,0.0,2,1,1,52067.37,0
4806,5143,15778526,Bradshaw,719,Spain,Female,48,5,0.0,2,0,0,78563.66,0
4807,5957,15594928,Pagnotto,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0
4808,6706,15782875,Cayley,663,France,Male,33,5,157274.36,2,1,1,28531.81,0
4809,1436,15596021,K?,598,Spain,Male,44,8,0.0,2,1,0,148487.9,0
4810,3321,15672242,Aksenov,712,France,Male,24,2,0.0,1,0,1,121232.51,0
4811,8169,15599182,Reynolds,597,Spain,Female,33,2,0.0,2,1,1,4700.66,0
4812,2986,15631912,T'ao,840,France,Male,30,8,136291.71,1,1,0,54113.38,0
4813,7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1
4814,6131,15651144,Yao,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0
4815,5941,15791958,Mazzi,849,France,Female,41,6,0.0,2,1,1,169203.51,1
4816,5242,15581526,Iweobiegbulam,574,France,Male,41,1,0.0,2,0,0,70550.0,0
4817,3271,15629885,Wilson,850,France,Female,33,7,118004.26,1,1,0,183983.82,0
4818,6695,15576706,Ajuluchukwu,651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0
4819,6750,15653404,Aliyev,684,Spain,Female,24,9,79263.9,1,0,1,196574.48,0
4820,3541,15646726,Crawford,672,France,Male,43,5,0.0,1,0,0,63833.09,0
4821,1320,15763612,T'an,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0
4822,187,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0
4823,1440,15806967,Simmons,778,France,Female,65,7,0.0,1,1,1,77867.23,0
4824,9522,15660636,Carpenter,540,Spain,Female,40,8,0.0,2,1,0,3560.0,0
4825,9349,15807239,Lung,664,France,Female,34,7,93920.47,1,0,0,179913.98,0
4826,4427,15749557,Chao,707,France,Female,44,6,0.0,2,1,1,192542.17,0
4827,7673,15699294,Pope,555,France,Male,30,1,0.0,2,0,0,88146.86,0
4828,2583,15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,1,1,138849.06,0
4829,1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,0
4830,4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1
4831,5433,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0
4832,388,15776433,Greco,730,Spain,Male,62,2,0.0,2,1,1,186489.95,0
4833,4081,15812262,Gaffney,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1
4834,7205,15585192,Cremonesi,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0
4835,9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
4836,738,15766741,McIntyre,525,France,Male,36,2,114628.4,1,0,1,168290.06,0
4837,1333,15796721,Nnamutaezinwa,778,France,Male,38,3,145018.49,2,1,1,126702.41,0
4838,3132,15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0
4839,9405,15792232,Moss,595,Spain,Female,43,5,0.0,2,0,0,105149.8,0
4840,1940,15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,0
4841,7014,15599440,McGregor,748,France,Female,34,8,0.0,2,1,0,53584.03,0
4842,6170,15785290,Hao,542,France,Male,29,9,0.0,1,1,0,8342.35,0
4843,5271,15607230,Michel,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
4844,3107,15800890,T'ien,554,France,Female,45,6,0.0,2,1,1,181204.5,0
4845,6891,15673877,Murray,490,France,Male,39,1,0.0,3,1,0,171060.01,1
4846,7241,15591552,Okonkwo,600,France,Female,32,7,98877.95,1,1,0,132973.21,0
4847,7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1
4848,7090,15690772,Hughes,635,Spain,Female,48,2,0.0,2,1,1,136551.25,0
4849,2436,15661734,Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0
4850,9518,15738042,Goliwe,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0
4851,5145,15748069,Clunie,485,France,Female,25,3,134467.26,1,1,1,113266.09,0
4852,6846,15734085,Crocker,465,Germany,Male,24,5,117154.9,1,1,1,127744.02,0
4853,9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
4854,8269,15712608,Costa,787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0
4855,5637,15626679,Linger,584,France,Male,33,3,0.0,2,0,1,59103.13,0
4856,348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
4857,2544,15655192,Fiorentino,850,Spain,Female,24,1,0.0,2,0,1,69052.87,0
4858,443,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179.0,0
4859,311,15712287,Pokrovskii,652,France,Female,80,4,0.0,2,1,1,188603.07,0
4860,4694,15713594,French,543,France,Female,32,7,147256.86,1,1,0,112771.95,0
4861,1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0
4862,7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0
4863,1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1
4864,9941,15791972,Bergamaschi,748,France,Female,20,7,0.0,2,0,0,10792.42,0
4865,4610,15794895,McKay,581,Spain,Male,34,1,0.0,2,0,1,81175.25,0
4866,3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1
4867,3767,15724890,Cross,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
4868,8377,15704657,Denman,601,France,Male,39,3,72647.64,1,1,0,41777.9,1
4869,3883,15568328,Black,488,France,Female,22,6,0.0,2,1,1,66393.89,0
4870,6734,15709741,Hussain,668,France,Male,28,4,107141.27,1,1,0,193018.71,0
4871,9252,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0
4872,5112,15742886,Ford,642,France,Male,26,1,138023.79,2,0,1,117060.2,0
4873,8739,15624397,Moore,627,France,Male,43,8,71240.3,1,0,1,127734.16,0
